PMID,SigID,Primary Search Query,Additional Searches,Other Terms,,
17711579,17711579-Figure2,Testicular,,,,
17711579,17711579-Figure4,Testicular,,,,
17711579,17711579-Table3b,Testicular,,,,
17714734,17714734-Table5,Pancreas,,,,
17714734,17714734-Table4,Pancreas,,,,
17720243,17720243-Table1B,Lymphoma,,,,
17720243,17720243-Table1A,Lymphoma,,,,
17724461,17724461-Table2,Lung,,,,
17724462,17724462-TableS1,Stem Cell,,,,
17724462,17724462-TableS2,Stem Cell,,,,
17724462,17724462-Table1,Stem Cell,,,,
17760805,17760805-SuppTableS2a,Leukemia,Lymphoma,,,
17760805,17760805-SuppTableS2b,Leukemia,Lymphoma,,,
17760805,17760805-SuppTableS3a,Leukemia,Lymphoma,,,
17760805,17760805-SuppTableS3b,Leukemia,Lymphoma,,,
17761679,17761679-Table1,Pancreas,,,,
17761754,17761754-Table1,Stem Cell,,,,
17761754,17761754-Table2,Stem Cell,,,,
17761754,17761754-Table3,Stem Cell,,,,
17761949,17761949-TableS1,Kidney,,,,
17784817,17784817-Table2,Mycobacterium,,,,
17785550,17785550-SuppTableS2,Breast,,,,
17786710,17786710-Table2,Lymphoma,Leukemia,,,
17804543,17804543-Table2,Leukemia,,,,
17804718,17804718-HumanGeneList,Breast,,,,
17804718,17804718-Table1,Breast,,,,
17823238,17823238-TableS4a,Embryonic Stem Cell,,,,
17823238,17823238-TableS4b,Embryonic Stem Cell,,,,
17823238,17823238-Table2,Embryonic Stem Cell,,,,
17823238,17823238-TableS7a,Embryonic Stem Cell,,,,
17823238,17823238-TableS7b,Embryonic Stem Cell,,,,
17823238,17823238-TableS5,Embryonic Stem Cell,,,,
17823248,17823248-Table2,Breast,,,,
17823277,17823277-Table2,Placenta,,,,
17823660,17823660-TableS1b,Viral,,,,
17823660,17823660-TableS1a,Viral,,,,
17823660,17823660-TableS2,Viral,,,,
17823660,17823660-TableS1c,Viral,,,,
17848951,,Breast,,,,
17850661,17850661-TableS4,Breast,,,,
17850661,17850661-TableS3,Breast,,,,
17855657,17855657-Table2a,Breast,,,,
17855657,17855657-Table2b,Breast,,,,
17873908,17873908-Table3,Thyroid,,,,
17873912,17873912-Table2,Stem Cell,,,,
17873912,17873912-Table1,Stem Cell,,,,
17875932,17875932-TableS3,Leukemia,,,,
17875932,17875932-Table5,Leukemia,,,,
17875932,17875932-TableS1,Leukemia,,,,
17875932,17875932-TableS2,Leukemia,,,,
17875932,17875932-TableS4,Leukemia,,,,
17880687,17880687-TableS3,Embryo,,,,
17880687,17880687-TableS1,Embryo,,,,
17880687,17880687-TableS2,Embryo,,,,
17880687,17880687-TableS4,Embryo,,,,
17880687,17880687-TableS5,Embryo,,,,
17880687,17880687-TableS7,Embryo,,,,
17880687,17880687-Table2,Embryo,,,,
17880687,17880687-TableS6,Embryo,,,,
17880687,17880687-Table1,Embryo,,,,
17881637,17881637-Table5,Lymphoma,,,,
17881637,17881637-Table3,Lymphoma,,,,
17883867,17883867-Table3,Breast,,,,
17885619,17885619-Table7b,Breast,,,,
17885619,17885619-Table4b,Breast,,,,
17885619,17885619-Table7a,Breast,,,,
17885619,17885619-Table4a,Breast,,,,
17885619,17885619-Table3b,Breast,,,,
17885619,17885619-Table3a,Breast,,,,
17885619,17885619-Table5a,Breast,,,,
17885619,17885619-Table5b,Breast,,,,
17893858,17893858-Table3a,Viral,"Brain, Uterus",HNSCC,HPV,
17893858,17893858-Table3b,Viral,"Brain, Uterus",HNSCC,HPV,
17894856,17894856-SuppList4,Breast,,,,
17894856,17894856-SuppList2,Breast,,,,
17895889,17895889-Table1a,Leukemia,,,,
17895889,17895889-Table1b,Leukemia,,,,
17895890,17895890-Table1,Pancreas,,,,
17898315,17898315-Table1,Lymphoma,,,,
17899370,17899370-Table2,Breast,,,,
17899370,17899370-Table1,Breast,,,,
17899371,17899371-25GeneList,Breast,,,,
17899371,17899371-GeneTable4,Breast,,,,
17906199,17906199-SuppTable1,Lung,,,,
17906199,17906199-SuppTable2,Lung,,,,
17909013,17909013-table2,Prostate,,,,
17909032,17909032-Table3,Lung,,,,
17910530,,Breast,,,,
17910759,17910759-TableS5,Breast,,,,
17914116,17914116-Table1,Brain,,,,
17917972,17917972-Table3,Lymphoma,,,,
17934691,,Colon,,,,
17935615,17935615-Table1,Bladder,,,,
17935615,17935615-Table2,Bladder,,,,
17935676,17935676-Table4,Lung,,,,
17935676,17935676-Table5,Lung,,,,
17947173,,Lung,,,,
17947471,17947471-Table1,Breast,,,,
17949990,17949990-Table1,Liver,,,,
17952122,17952122-GeneList,Breast,,,,
17952125,17952125-Table1b,Pancreas,,,,
17952125,17952125-Table1a,Pancreas,,,,
17952126,17952126-Table2,Bladder,,,,
17952126,17952126-Table1,Bladder,,,,
17952126,17952126-SuppTable2,Bladder,,,,
17952126,17952126-SuppTable1,Bladder,,,,
17963812,17963812-Table1,Mycobacterium,,,,
17963812,17963812-Table2,Mycobacterium,,,,
17963812,17963812-Table3,Mycobacterium,,,,
17963910,17963910-Table2,Breast,,,,
17963910,17963910-SuppTable1,Breast,,,,
17963910,17963910-SuppTable2,Breast,,,,
17965942,17965942-GeneList,Breast,,,,
17970077,17970077-Table3,Viral,,,,
17970077,17970077-Table4,Viral,,,,
17970077,17970077-Table5,Viral,,,,
17970077,17970077-Table6,Viral,,,,
17970077,17970077-Table2,Viral,,,,
17974019,17974019-Table1,TB,,,,
17975138,17975138-Table3a,Liver,,,,
17975138,17975138-Table3b,Liver,,,,
17975224,17975224-TableS6,Viral,,,,
17978570,17978570-Table1,Mycobacterium,,,,
17978570,17978570-Table2,Mycobacterium,,,,
17978570,17978570-STable1,Mycobacterium,,,,
17978570,17978570-STable2,Mycobacterium,,,,
17982488,17982488-TableS2b,Colon,Lung,,,
17982488,17982488-Table1,Colon,Lung,,,
17982488,17982488-TableS2a,Colon,Lung,,,
17982622,17982622-Table3,Leukemia,,,,
17982622,17982622-Table2,Leukemia,,,,
17982622,17982622-Table1,Leukemia,,,,
17989719,17989719-SuppTableS2a,Leukemia,Lymphoma,,,
17989719,17989719-SuppTableS3,Leukemia,Lymphoma,,,
17989719,17989719-SuppTableS2b,Leukemia,Lymphoma,,,
17999412,17999412-GeneList,Breast,,,,
18005044,18005044-TableS3b,Stem Cell,,,,
18005044,18005044-TableS3a,Stem Cell,,,,
18006806,18006806-TableS3,Prostate,Stem Cell,,,
18006806,18006806-TableS2,Prostate,Stem Cell,,,
18006812,18006812-TableS2,Lymphoma,,,,
18006812,18006812-TableS1,Lymphoma,,,,
18006812,18006812-TableS5,Lymphoma,,,,
18006812,18006812-TableS4,Lymphoma,,,,
18024211,18024211-Webtable1,Breast,,,,
18024791,18024791-Table2,Lymphoma,,,,
18025224,18025224-Table2,Mycobacterium,,,,
18025224,18025224-Table3,Mycobacterium,,,,
18025224,18025224-STable1a,Mycobacterium,,,,
18025224,18025224-STable1b,Mycobacterium,,,,
18025224,18025224-STable1c,Mycobacterium,,,,
18025224,18025224-STable2,Mycobacterium,,,,
18028764,18028764-Table2,Pancreas,,,,
18032706,18032706-SuppTable3,Leukemia,Lymphoma,,,
18033314,18033314-SuppTable3,Leukemia,Lymphoma,,,
18034892,18034892-Table2,Stem Cell,,,,
18034892,18034892-Table1,Stem Cell,,,,
18044827,18044827-Table2,Breast,,,,
18049111,18049111-Table2,Viral,,,,
18056454,18056454-Table2,Breast,,,,
18056454,18056454-Table1,Breast,,,,
18060637,18060637-Table2,Lung,,,,
18062813,18062813-GeneList,Breast,,,,
18070897,18070897-Table1,TB,,,,
18077443,,Prostate,,,,
18081226,18081226-Table1,Mycobacterium,,,,
18081226,18081226-Table2,Mycobacterium,,,,
18081427,18081427-TableS7,Breast,,,,
18081427,18081427-TableS8,Breast,,,,
18086899,18086899-Table4,Leukemia,,,,
18086899,18086899-Table5,Leukemia,,,,
18089833,18089833-Table1,Breast,,,,
18160665,18160665-TableS5,Lymphoma,,,,
18160667,18160667-TableS2,Leukemia,,,,
18160667,18160667-TableS4,Leukemia,,,,
18160843,18160843-Table1,Mycobacterium,,,,
18163890,18163890-Table1,Kidney,,,,
18163890,18163890-Table3,Kidney,,,,
18163890,18163890-Table2,Kidney,,,,
18166798,18166798-Figure2,Leukemia,,,,
18172294,18172294-Table1,Lung,,,,
18172295,18172295-SuppTable1,Bone,,,,
18172295,18172295-Table1,Bone,,,,
18172295,18172295-SuppTable2,Bone,,,,
18172295,18172295-Table3,Bone,,,,
18172295,18172295-SuppTable3,Bone,,,,
18172295,18172295-SuppTable4,Bone,,,,
18174123,18174123-Table1,Mycobacterium,,,,
18176954,18176954-Table2,Liver,,,,
18176954,18176954-Table3,Liver,,,,
18178870,18178870-Table2,Liver,,,,
18178870,18178870-Table1,Liver,,,,
18180321,18180321-SuppTable2,Breast,,,,
18180321,18180321-SuppTable1,Breast,,,,
18184868,18184868-Table1,Lymphoma,,,,
18194544,18194544-Table4,Kidney,,,,
18194544,18194544-SupplementalTable3,Kidney,,,,
18199535,18199535-SuppTable3,Stem Cell,,,,
18199535,18199535-SuppTable2,Stem Cell,,,,
18199535,18199535-SuppTable4,Stem Cell,,,,
18199535,18199535-Table2,Stem Cell,,,,
18199535,18199535-SuppTable1,Stem Cell,,,,
18199711,18199711-Table4,Breast,,,,
18199711,18199711-Table3,Breast,,,,
18203290,18203290-Table2,Mycobacterium,,,,
18203290,18203290-Table3,Mycobacterium,,,,
18203290,18203290-Table4,Mycobacterium,,,,
18205922,18205922-Table2,Viral,,,,
18205922,18205922-Table1,Viral,,,,
18212050,18212050-TableS1,Stem Cell,,,,
18212050,18212050-TableS2,Stem Cell,,,,
18218118,18218118-Table4,Pancreas,,,,
18218118,18218118-Table2,Pancreas,,,,
18218118,18218118-Table3,Pancreas,,,,
18218118,18218118-Table1,Pancreas,,,,
18221535,18221535-Table2,Liver,,,,
18221536,18221536-Table1,Breast,,,,
18223198,18223198-TableS1,Brain,,,,
18223198,18223198-Table3,Brain,,,,
18223198,18223198-Table5,Brain,,,,
18223198,18223198-TableS3,Brain,,,,
18226221,18226221-Table2,Brain,,,,
18226221,18226221-Table1,Brain,,,,
18230158,18230158-SuppTable1a,Brain,,,,
18230158,18230158-SuppTable1b,Brain,,,,
18231641,18231641-W2GeneList,Breast,,,,
18231642,18231642-TableW1,Brain,,,,
18231732,18231732-Table1,Lymphoma,,,,
18234966,18234966-Table1b,Ovarian,,,,
18234966,18234966-Table3,Ovarian,,,,
18234966,18234966-Table1a,Ovarian,,,,
18234966,18234966-Table2,Ovarian,,,,
18245461,18245461-SuppTable2,Stem Cell,,,,
18245477,18245477-Table1,Breast,,,,
18245496,18245496-SuppTable2,Prostate,,,,
18245496,18245496-Table3,Prostate,,,,
18245496,18245496-SuppTable3,Prostate,,,,
18260157,18260157-Table3,Brain,,,,
18260157,18260157-Table4,Brain,,,,
18270326,18270326-Table1,Lung,,,,
18271932,18271932-GeneList,Breast,,,,
18272519,18272519-Table1,Skeletal Myoblasts,,,,
18277965,18277965-TableS2a,Liver,,,,
18277965,18277965-TableS2b,Liver,,,,
18277965,18277965-TableS1a,Liver,,,,
18277965,18277965-Table4a,Liver,,,,
18277965,18277965-Table4b,Liver,,,,
18277965,18277965-Table5,Liver,,,,
18277965,18277965-Table6,Liver,,,,
18277965,18277965-TableS1b,Liver,,,,
18278552,18278552-Genes,Breast,,,,
18280641,18280641-table2,Prostate,,,,
18281482,18281482-Table1,Colon,,,,
18281531,18281531-Table3,Colon,,,,
18281531,18281531-Table2,Colon,,,,
18281540,18281540-Table1a,Liver,,,,
18281540,18281540-Table1b,Liver,,,,
18285497,18285497-tableS1,Liver,Kidney,,,
18288381,18288381-Table1,Viral,,,,
18288381,18288381-Table2,Viral,,,,
18288381,18288381-Table3,Viral,,,,
18288381,18288381-Table4,Viral,,,,
18288401,18288401-Table3,Stomach,,,,
18302714,18302714-Figure1b,Leukemia,Lymphoma,,,
18304324,18304324-GeneList,Breast,,,,
18306374,,Stem Cell,,,,
18307259,18307259-Table2,Viral,,,,
18307535,18307535-Table5,Colon,,,,
18307535,18307535-Table4,Colon,,,,
18308931,18308931-Table3,Leukemia,,,,
18308945,18308945-Table1,Stem Cell,,,,
18308945,18308945-Table4,Stem Cell,,,,
18308945,18308945-Table2,Stem Cell,,,,
18308945,18308945-Table3,Stem Cell,,,,
18310505,18310505-TableS7,Stem Cell,,,,
18310505,18310505-TableS8,Stem Cell,,,,
18310505,18310505-TableS6,Stem Cell,,,,
18310505,18310505-Table1,Stem Cell,,,,
18310505,18310505-TableS1,Stem Cell,,,,
18310659,18310659-TableS2,Viral,Stomach,,,
18311747,18311747-Table1,Liver,,,,
18316601,18316601-Table1,Breast,,,,
18317448,18317448-Table1,Colon,,,,
18317448,18317448-Table2,Colon,,,,
18317805,18317805-Table1,Viral,"Kidney, Liver",,,
18318837,18318837-TableS1,Mesenchymal Stem Cells,,,,
18318837,18318837-Table2,Mesenchymal Stem Cells,,,,
18318837,18318837-TableS2,Mesenchymal Stem Cells,,,,
18318837,18318837-Table1,Mesenchymal Stem Cells,,,,
18321301,18321301-Table2c,Stomach,,,,
18321301,18321301-Table2a,Stomach,,,,
18321301,18321301-Table2b,Stomach,,,,
18321301,18321301-Table2d,Stomach,,,,
18321997,18321997-Table2,Immune,,,,
18322470,18322470-Table6,Brain,,,,
18322470,18322470-Table4,Brain,,,,
18332228,18332228-TableS3,Stem Cell,,,,
18332228,18332228-TableS6,Stem Cell,,,,
18332228,18332228-TableS4,Stem Cell,,,,
18332228,18332228-Table2,Stem Cell,,,,
18332228,18332228-TableS5,Stem Cell,,,,
18332912,18332912-Table2,Stem Cell,,,,
18336908,18336908-Table1,Viral,Leukemia,,,
18337559,18337559-TableS1,Bone Marrow,,,,
18338247,18338247-SuppTable3B,Breast,,,,
18338247,18338247-SuppTable3A,Breast,,,,
18338247,18338247-SuppTable5,Breast,,,,
18338247,18338247-SuppTable1,Breast,,,,
18338247,18338247-SuppTable3,Breast,,,,
18338247,18338247-SuppTable4A,Breast,,,,
18338247,18338247-SuppTable4B,Breast,,,,
18339850,18339850-Table1,Lung,,,,
18339860,18339860-Table1,Bone,,,,
18347175,18347175-TableS4.1,Breast,,,,
18347175,18347175-TableS4.2,Breast,,,,
18354499,18354499-Table3,Liver,,,,
18356575,18356575-TableS4,Mesenchymal Stem Cells,,,,
18356575,18356575-Table1b,Mesenchymal Stem Cells,,,,
18356575,18356575-Table1a,Mesenchymal Stem Cells,,,,
18358739,18358739-Table1a,Lung Not Caner,,,,
18358739,18358739-Table1b,Lung Not Caner,,,,
18358739,18358739-Table1c,Lung Not Caner,,,,
18358739,18358739-Table1d,Lung Not Caner,,,,
18358739,18358739-Table2,Lung Not Caner,,,,
18362358,18362358-Table7,Leukemia,,,,
18362358,18362358-Table5,Leukemia,,,,
18362358,18362358-Table11,Leukemia,,,,
18362358,18362358-Table10,Leukemia,,,,
18362358,18362358-Table9,Leukemia,,,,
18366635,18366635-Table1,Breast,,,,
18366635,18366635-Table2,Breast,,,,
18366759,18366759-Table4,Liver,,,,
18366759,18366759-Table1,Liver,,,,
18367721,18367721-Table1,Dendritic Cells,,,,
18371178,18371178-SuppTable3,Brain,,,,
18371178,18371178-SuppTable4,Brain,,,,
18375799,18375799-Table2,Mycobacterium,,,,
18375799,18375799-Table1,Mycobacterium,,,,
18378853,18378853-TableS2,Leukemia,Stem Cell,,,
18378853,18378853-TableS1,Leukemia,Stem Cell,,,
18378853,18378853-Table3b,Stem Cell,Leukemia,,,
18378853,18378853-Table3a,Stem Cell,Leukemia,,,
18381418,18381418-Table1,Prostate,,,,
18381418,18381418-SuppTable2,Prostate,,,,
18381423,18381423-SuppTable1b,Stem Cell,,,,
18381423,18381423-SuppTable1c,Stem Cell,,,,
18381423,18381423-SuppTable1a,Stem Cell,,,,
18381423,18381423-Table1,Stem Cell,,,,
18381434,18381434-SuppFigure2b,Lung,,,,
18381434,18381434-SuppFigure2a,Lung,,,,
18381933,18381933-SuppTableS4,Breast,,,,
18387200,18387200-Genes,Breast,,,,
18388181,18388181-Table1,Leukemia,,,,
18394172,18394172-S3GeneList,Breast,Stem Cell,,,
18394172,18394172-S4GeneList,Breast,Stem Cell,,,
18395814,18395814-Table1b,Stem Cell,Brain,,,
18395814,18395814-Table1a,Stem Cell,Brain,,,
18397756,18397756-TableS3b,Stem Cell,,,,
18397756,18397756-TableS3d,Stem Cell,,,,
18397756,18397756-TableS3c,Stem Cell,,,,
18397756,18397756-TableS3a,Stem Cell,,,,
18398031,18398031-Fig1,Ovarian,,,,
18398031,18398031-S1,Ovarian,,,,
18398573,18398573-Table2,Brain,,,,
18398573,18398573-Table3,Brain,,,,
18398573,18398573-Table4,Brain,,,,
18398820,18398820-table1,Prostate,Stem Cell,,,
18398820,18398820-table2,Prostate,Stem Cell,,,
18398820,18398820-table4,Prostate,Stem Cell,,,
18398820,18398820-table5,Prostate,Stem Cell,,,
18400362,18400362-Figure2a,Lymphoma,,,,
18400362,18400362-Figure2b,Lymphoma,,,,
18400362,18400362-Figure1a,Lymphoma,,,,
18400362,18400362-Figure1b,Lymphoma,,,,
18400362,18400362-Figure4a,Lymphoma,,,,
18400362,18400362-Figure4b,Lymphoma,,,,
18403781,18403781-SuppTable2,Lung not cancer,,,,
18403781,18403781-SuppTable3,Lung not cancer,,,,
18403781,18403781-Table2,Lung not cancer,,,,
18403781,18403781-SuppTable1,Lung not cancer,,,,
18403781,18403781-Table1,Lung not cancer,,,,
18405367,18405367-Table2b,Stem Cell,,,,
18405367,18405367-Table2a,Stem Cell,,,,
18406887,18406887-Table5,Uterine,,,,
18406887,18406887-Table7,Uterine,,,,
18406887,18406887-Table6,Uterine,,,,
18410693,18410693-TableS10,Leukemia,Lymphoma,,,
18410693,18410693-TableS11,Leukemia,Lymphoma,,,
18410693,18410693-TableS12,Leukemia,Lymphoma,,,
18410693,18410693-TableS13,Leukemia,Lymphoma,,,
18410693,18410693-TableS14,Leukemia,Lymphoma,,,
18410693,18410693-TableS3,Leukemia,Lymphoma,,,
18410693,18410693-TableS4,Leukemia,Lymphoma,,,
18410693,18410693-TableS5,Leukemia,Lymphoma,,,
18410693,18410693-TableS6,Leukemia,Lymphoma,,,
18410693,18410693-TableS7,Leukemia,Lymphoma,,,
18410693,18410693-TableS8,Leukemia,Lymphoma,,,
18410693,18410693-TableS9,Leukemia,Lymphoma,,,
18413723,18413723-Table1,Colon,,,,
18413728,18413728-Table2b,Brain,,,,
18413728,18413728-Table2a,Brain,,,,
18413733,18413733-Table2,Stem Cell,,,,
18416598,18416598-SuppTable3,Leukemia,Lymphoma,,,
18416598,18416598-TableS3,Lymphoma,,,,
18416826,18416826-Table2,Lymphoma,,,,
18419801,,Breast,,,,
18422935,18422935-Table3a1,Mycobacterium,,,,
18422935,18422935-Table3a2,Mycobacterium,,,,
18422935,18422935-Table3b,Mycobacterium,,,,
18422935,18422935-Table4a,Mycobacterium,,,,
18422935,18422935-Table4b,Mycobacterium,,,,
18422935,18422935-Table5,Mycobacterium,,,,
18422935,18422935-Table6,Mycobacterium,,,,
18425577,18425577-TableS3a,Breast,,,,
18425577,18425577-TableS3b,Breast,,,,
18425577,18425577-TableS3c,Breast,,,,
18427120,18427120-DataS5,Breast,,,,
18427120,18427120-DataS4,Breast,,,,
18430221,,Breast,,,,
18433990,18433990-Table2,Liver,,,,
18435859,18435859-Table1,Breast,,,,
18435859,18435859-ShorterGeneList,Breast,,,,
18435859,18435859-Table2,Breast,,,,
18438415,18438415-SuppData,Breast,,,,
18438415,18438415-Table2.1,Breast,,,,
18438954,18438954-Table2,Brain,,,,
18440302,18440302-SuppTable1,Lung,,,,
18440302,18440302-SuppTable2,Lung,,,,
18441282,18441282-Table2,Lung not cancer,,,,
18444802,18444802-Table2,Mycobacterium,,,,
18444802,18444802-Table3,Mycobacterium,,,,
18444802,18444802-Table4,Mycobacterium,,,,
18445660,18445660-Table1a,Brain,,,,
18445660,18445660-Table1b,Brain,,,,
18445660,18445660-Table1c,Brain,,,,
18447139,18447139-Figure3c,Lung not cancer,,,,
18447139,18447139-Figure3b,Lung not cancer,,,,
18447139,18447139-Figure3a,Lung not cancer,,,,
18450603,18450603-Table3S,Leukemia,,,,
18451135,,Breast,,,,
18451145,18451145-Table1a,Stem Cell,,,,
18451145,18451145-Table1b,Stem Cell,,,,
18451145,18451145-TableS1,Stem Cell,,,,
18451147,18451147-Table3,Esophagus,,,,
18459106,18459106-Table3,Viral,,,,
18464117,18464117-Table3,Lymphoma,,,,
18464117,18464117-Table2,Lymphoma,,,,
18467500,18467500-Table1,Mycobacterium,,,,
18467500,18467500-Table2,Mycobacterium,,,,
18467500,18467500-Table3,Mycobacterium,,,,
18477771,18477771-Table1,Leukemia,,,,
18478077,18478077-Table2b,Leukemia,,,,
18478077,18478077-Table2a,Leukemia,,,,
18480837,18480837-SuppTable2,Leukemia,,,,
18480837,18480837-SuppTable1,Leukemia,,,,
18483279,18483279-Table2,Stem Cell,,,,
18483624,18483624-Table1,Stomach,,,,
18487511,18487511-TableS1,Stem Cell,,,,
18487511,18487511-Table1,Stem Cell,,,,
18487511,18487511-TableS2,Stem Cell,,,,
18490921,18490921-Table3,Breast,,,,
18492260,18492260-Table1,Brain,Stem Cell,,,
18492260,18492260-Table2,Brain,Stem Cell,,,
18497862,18497862-TableS2,Breast,,,,
18497862,18497862-TableS3,Breast,,,,
18497862,18497862-TableS4,Breast,,,,
18497862,18497862-TableS5,Breast,,,,
18498629,18498629-GeneList,Breast,,,,
18504433,18504433-Table3,Liver,,,,
18504433,18504433-SuppTable1,Liver,,,,
18504437,18504437-Table1,Breast,Stem Cell,,,
18508997,18508997-Table4b,Breast,,,,
18508997,18508997-Table4a,Breast,,,,
18508997,18508997-Table2a,Breast,,,,
18508997,18508997-Table2b,Breast,,,,
18508997,18508997-Figure2,Breast,,,,
18510698,18510698-Table4,Stem Cell,,,,
18510698,18510698-Table5,Stem Cell,,,,
18510698,18510698-Table2,Stem Cell,,,,
18510698,18510698-Table3,Stem Cell,,,,
18510698,18510698-Table1,Stem Cell,,,,
18516279,18516279-GeneList,Breast,,,,
18519693,18519693-Table1,Stem Cell,,,,
18535662,18535662-TableS2b,Lymphoma,,,,
18535662,18535662-TableS1b,Lymphoma,,,,
18535662,18535662-TableS2c,Lymphoma,,,,
18535662,18535662-TableS2d,Lymphoma,,,,
18535662,18535662-TableS2a,Lymphoma,,,,
18535662,18535662-TableS1a,Lymphoma,,,,
18537972,18537972-TableS2,Leukemia,,,,
18537972,18537972-TableS4,Leukemia,,,,
18537972,18537972-TableS3,Leukemia,,,,
18537973,18537973-SuppTable1a,Lymphoma,,,,
18537973,18537973-SuppTable1b,Lymphoma,,,,
18544165,18544165-Table2,Head and Neck Cancer,,,,
18544678,18544678-Table2,Lymphoma,,,,
18544678,18544678-Table1,Lymphoma,,,,
18546273,18546273-Table2,Kidney,,,,
18547747,18547747-Table1,Leukemia,,,,
18558011,18558011-Table3a,Mycobacterium,,,,
18558011,18558011-Table3b,Mycobacterium,,,,
18558011,18558011-Table4,Mycobacterium,,,,
18558011,18558011-STable1,Mycobacterium,,,,
18559498,18559498-SuppTable1,Stem Cell,,,,
18559498,18559498-Table1,Stem Cell,,,,
18560354,18560354-Table1,Stem Cell,,,,
18565769,18565769-Table2,Leukemia,,,,
18565887,18565887-TableA10,Stem Cell,"Leukemia, Brain",,,
18565887,18565887-TableA8,Stem Cell,"Leukemia, Brain",,,
18565887,18565887-TableA6,Stem Cell,"Leukemia, Brain",,,
18565887,18565887-TableA14,Stem Cell,"Leukemia, Brain",,,
18565887,18565887-TableA13,Stem Cell,"Leukemia, Brain",,,
18570970,18570970-Table2,Mycobacterium,,,,
18587056,18587056-Table3,Lung not cancer,,,,
18590516,18590516-TableS1,Viral,,,,
18590516,18590516-TableS4,Viral,,,,
18593912,18593912-Table1,Stem Cell,,,,
18593933,18593933-Table1a,Lung,,,,
18593933,18593933-Table1b,Lung,,,,
18593951,18593951-TableS2,Ovarian,,,,
18593951,18593951-TableS3,Ovarian,,,,
18593951,18593951-Table1,Ovarian,,,,
18593982,18593982-UpregulatedGeneList,Breast,,,,
18593982,18593982-DownregulatedGeneList,Breast,,,,
18598751,18598751-SuppTable5,Brain,,,,
18606719,18606719-Table1,Lung,,,,
18614019,18614019-TableS4d,Stem Cell,,,,
18614019,18614019-TableS4c,Stem Cell,,,,
18614019,18614019-TableS4b,Stem Cell,,,,
18614019,18614019-TableS4a,Stem Cell,,,,
18625725,18625725-TableS1,Breast,,,,
18631401,18631401-TableS3,Breast,,,,
18631401,18631401-Table3,Breast,,,,
18637760,18637760-SuppTable1,Leukemia,,,,
18637760,18637760-SuppTable2,Leukemia,,,,
18637760,18637760-SuppTable3,Leukemia,,,,
18637760,18637760-SuppTable4,Leukemia,,,,
18661203,18661203-Table2,Uterine,,,,
18661203,18661203-Table3,Uterine,,,,
18662380,18662380-S3-ERBB2,Breast,,,,
18662380,18662380-S3-ESR1,Breast,,,,
18662380,18662380-S3-AURKA,Breast,,,,
18667080,18667080-TableS4,Stem Cell,,,,
18667080,18667080-TableS8,Stem Cell,,,,
18667080,18667080-TableS5,Stem Cell,,,,
18667080,18667080-TableS3,Stem Cell,,,,
18667080,18667080-TableS9,Stem Cell,,,,
18667080,18667080-TableS2,Stem Cell,,,,
18667080,18667080-TableS6,Stem Cell,,,,
18668134,18668134-SuppTable6,Leukemia,Stem Cell,,,
18668134,18668134-SuppTable7,Leukemia,Stem Cell,,,
18668134,18668134-SuppTable8,Leukemia,Stem Cell,,,
18668134,18668134-SuppTable4,Leukemia,Stem Cell,,,
18668517,18668517-table3,Prostate,,,,
18668517,18668517-table2,Prostate,,,,
18669646,18669646-TableS2,Brain,,,,
18670637,18670637-Table1,Brain,,,,
18670637,18670637-Table3,Brain,,,,
18676831,18676831-Table1,Breast,,,,
18676871,18676871-Table2,Esophagus,,,,
18679425,18679425-Table3,Head and Neck Cancer,,,,
18680595,18680595-Table1,Colon,,,,
18684329,18684329-TableS13,Breast,,,,
18687136,18687136-tableS1,Ovarian,,,,
18689800,18689800-TableS7,Embryonic Stem Cell,,,,
18689800,18689800-TableS6,Embryonic Stem Cell,,,,
18689800,18689800-TableS8,Embryonic Stem Cell,,,,
18689800,18689800-TableS5,Embryonic Stem Cell,,,,
18691415,18691415-Table5e,Colon,,,,
18691415,18691415-Table5a,Colon,,,,
18691415,18691415-Table5b,Colon,,,,
18691415,18691415-Table5c,Colon,,,,
18691415,18691415-Table5d,Colon,,,,
18691415,18691415-Table5f,Colon,,,,
18691624,18691624-Table1,Viral,,,,
18692832,18692832-Table1,Uterine,,,,
18694480,18694480-Table1,Glioblastoma ,,,,
18694480,18694480-Table2,Glioblastoma ,,,,
18698033,18698033-tableS1-AURKA,Breast,,,,
18698033,18698033-tableS1-CASP3,Breast,,,,
18698033,18698033-tableS1-ERBB2,Breast,,,,
18698033,18698033-tableS1-ESR1,Breast,,,,
18698033,18698033-tableS1-PLAU,Breast,,,,
18698033,18698033-tableS1-STAT1,Breast,,,,
18698033,18698033-tableS1-VEGF,Breast,,,,
18701459,18701459-Table1,Spleen,,,,
18701491,18701491-Table2,Leukemia,,,,
18702172,18702172-Table4,Mesenchymal Stem Cells,,,,
18702172,18702172-Table3,Mesenchymal Stem Cells,,,,
18704457,18704457-Table2,Colon,,,,
18704457,18704457-Table3,Colon,,,,
18707017,18707017-Table1,Leukemia,,,,
18711774,18711774-Table3,Liver,,,,
18713946,18713946-TableS3,Lymphoma,,,,
18713946,18713946-Table2,Lymphoma,,,,
18714348,18714348-Table2,Breast,,,,
18714348,18714348-TableS1,Breast,,,,
18714397,18714397-TableW1,Ovarian,,,,
18716133,18716133-TableS1,Leukemia,,,,
